job_title,location,company_name,job_desc
Data Scientist,"Lakewood, CO",Regions Bank,"Thank you for your interest in a career at Regions. At Regions, we believe associates deserve more than just a job. We believe in offering performance-driven individuals a place where they can build a career - a place to expect more opportunities. If you "
Jr. Data Scientist,"Chesterfield, MO 63017",Wise Equation Solutions,"Job Location: Chesterfield, MO
Must-Have Skills: Data Analytics Models, Algorithms and Solutions, Analytics and Artificial Intelligence, Machine Learning, Data Visualization.
Job Description:
Skills relating to Mathematics/Statistics .
Graduate/Engineer/P"
Senior Data Scientist,"Cincinnati, OH",ABC INFORMATION TECHNOLOGY GROUP,"Data Scientist who will support our customer’s product, sales, leadership and marketing teams with insights gained from analysing data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and "
Undergraduate Internship/Co-op Program - Data Scientist,"Washington, DC",Central Intelligence Agency,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and resource investments. Through"
Data Scientist,"Boston, MA",IT Concepts Inc.,"The Role: Our customer is looking to improve the ingestion and exploitation of data by deploying innovative technologies to filter and categorize the vast amounts of data.
The Company:
We opened our doors in 2003 and have developed long-standing relations"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Staff Data Scientist,"San Diego, CA 92112",Intuit,Intuit is hiring a Staff Data scientist to focus on our Consumer Tax Group. We are looking for exceptional talent that can improve the bottom lines of our TurboTax offerings.
Principal Data Scientist,"Chevy Chase, MD",GEICO,"GEICO's Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic model"
Jr. Data Scientist,"New York, NY",Iovate Health Sciences International Inc.,"If you are a highly motivated individual with a passion for health & wellness along with a commitment to excellence, we want YOU! Iovate is the maker of the MuscleTech, Six Star and Hydroxycut family of products and the leader in the active nutrition, wei"
Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Staff Data Scientist,"San Diego, CA 92112",Intuit,Intuit is hiring a Staff Data scientist to focus on our Consumer Tax Group. We are looking for exceptional talent that can improve the bottom lines of our TurboTax offerings.
Data Scientist Research Programmer,"Los Angeles, CA",RAND Corporation,"Job Type:
Regular
Position Description
Responsibilities
Work as a member of research teams to identify and answer important research questions
Acquire a strong understanding of research topics and a thorough knowledge of the data and programming efforts i"
(Junior) Data Scientist - Supply Chain & Operations,"New York, NY 10019 (Midtown area)",Penguin Random House LLC,"It’s an exciting time for publishing so we are looking for either a Junior Data Scientist or a Data Scientist to join our team! In this role, you will be working on the forefront of the digital transformation within the largest English language publishe"
Data Scientist,"Boulder, CO",Specialized Bicycle Components,Do you have a passion for harnessing diverse datasets to drive consumer experiences and business outcomes? Are you simultaneously comfortable with statistical analysis/inference and modern deep learning and machine learning approaches? Can you combine a d
Data Scientist/Lead Data Scientist - LA,"Los Angeles, CA",BlueLabs Analytics,"Lead Data Scientist

Data Scientists and Lead Data Scientists use a combination of statistics, programming, and domain knowledge to solve problems, ranging from customized solutions for specific clients to creating the methodological backbone for our gene"
Data Scientist,"Washington, DC 20005 (Logan Circle area)",Ensemble IP,"We are…

We are Ensemble IP, a forward-thinking team of IP Industry veterans building a new approach to patent search and analysis. We believe that the highest quality search is the result of the right technical expert using the right search techniques "
Data Scientist Intern- Summer 2020,"Greensboro, NC 27410","APEX Analytix, LLC","A snapshot of what you would do:
The Data Scientist Intern is responsible for extracting data from multiple different sources and finding useful insights as well as building predictive models. Desired candidate will possess strong analytical and technical"
Data Scientist,"New York, NY 10004 (Financial District area)",ACLU,"Title: Data Scientist
Office: National Offices
Location: New York, NY
Apply for this job
Job postings are hosted on Greenhouse. See their privacy policy.
ABOUT THE JOB
The Data & Analytics Department of the ACLU’s National office in New York, NY seeks a"
DATA SCIENTIST,"Idaho Falls, ID 83401",Idaho National Laboratory,"Job Information
Job Title: Data Scientist
Grade: 200/210
Org: Advanced Data Analytics
Contact: Christina.Morgan@inl.gov
Work Location: Idaho Falls, ID (Town)Mission/Vision StatementChanging the World's Energy Future by Breaking Ground on New Technology
Mi"
Data Scientist,"New York, NY",QuaEra,"NY/NJ
Description:

You will play a key role in the firm’s data science team, serve as a technical expert, provide state of the art analytic implementations and insights, and also mentor future team members.

We require at least a Master’s degree in a"
